the_geom,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,SiteID,BenchID,Category,BenchType,Installati,Address,GeocodeAdd,Street,CrossStree,Borough,ComDist,BusRoute,BID,Latitude,Longitude,FEMAFldz,FEMAFldT,HrcEvac
POINT (-73.94109456647554 40.80592572308017),1,Manhattan,111,9,68,30,13,3022,1888,Municipal Facilities,backless,01/22/2015,35 E. 125th Street,35 E. 125th Street,E. 125th Street,5th Avenue and Madison Avenue,Manhattan,111,M100,Not Applicable,40.805934,-73.941096,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.97603555857695 40.744568736237625),1,Manhattan,106,2,73,28,12,1470,0,General,backed,,617 Second Avenue,617 Second Avenue,Second Avenue,E33rd & E34th Street,Manhattan,106,M15,Not Applicable,40.744577,-73.976037,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.99524755462265 40.71861674164431),1,Manhattan,102,1,65,26,7,3340,2256,Municipal Facilities,backed,06/02/2016,230 Grand Street,230 Grand Street,Grand Street,Bowery & Elizabeth Street,Manhattan,102,Not Applicable,Chinatown,40.718625,-73.995249,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9473158914099 40.81542548280315),1,Manhattan,110,9,70,30,13,3020,1307,Municipal Facilities,backless,01/26/2015,2494 Frederick Douglass Boulevard,2494 Frederick Douglass Boulevard,Frederick Douglass Boulevard,W. 133rd Street and W. 134th Street,Manhattan,110,M10,Not Applicable,40.8154254828,-73.9473158914,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9753805570438 40.78972272742374),1,Manhattan,107,6,67,31,10,4130,445,General,backed 2,04/11/2019,2401 Broadway,2401 Broadway,Broadway,West 89th Street & West 88th Street,Manhattan,107,Not Applicable,Not Applicable,40.789731,-73.975382,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94935656307138 40.8279067191786),1,Manhattan,109,7,71,31,13,3005,1657,Municipal Facilities,backless,01/23/2015,3584 Broadway,3584 Broadway,Broadway,West 147th Street & West 148th Street,Manhattan,109,M5,Not Applicable,40.827915,-73.949358,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00785769861767 40.724149962371335),1,Manhattan,102,3,66,27,10,2688,1455,BID,backed,12/12/2014,225 Hudson Street,225 Hudson Street,Hudson Street,Canal Street & Broome Street,Manhattan,102,Not Applicable,Hudson Square Connection,40.7241499624,-74.0078576986,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1
POINT (-73.99597155318457 40.73852773814627),1,Manhattan,105,3,75,27,12,1669,607,General,backed,06/14/2013,568 6th Avenue,568 6th Avenue,6th Avenue,West 15th & 16th Street,Manhattan,105,Not Applicable,Not Applicable,40.738536,-73.995973,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.92454456858901 40.86559171047221),1,Manhattan,112,10,72,31,13,2560,813,Municipal Facilities,backed,06/30/2014,630 Academy Street,4790 Broadway,Broadway,Cumming Street & Dyckman Street,Manhattan,112,Not Applicable,Not Applicable,40.8656,-73.924546,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,4
POINT (-73.93261856614177 40.85084971385213),1,Manhattan,112,10,72,31,13,3638,225,Senior Safety,backed,08/01/2017,1471 St. Nicholas Avenue,1471 St. Nicholas Avenue,St. Nicholas Avenue,W. 184th Street & W. 183rd Street,Manhattan,112,Not Applicable,Not Applicable,40.850858,-73.93262,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94127856651572 40.79756872499647),1,Manhattan,111,8,68,30,13,2109,771,Community Health Centers,backed,08/15/2013,176 East 115th Street,176 East 115th Street,East 115th Street,3rd and Lexington Avenues,Manhattan,111,Not Applicable,Not Applicable,40.797577,-73.94128,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.96835555888786 40.79169472709611),1,Manhattan,107,6,69,30,10,3056,1721,General,backed,02/05/2015,703 Columbus Avenue,703 Columbus Avenue,Columbus Avenue,W 94th Street & W 95th Street,Manhattan,107,Not Applicable,Not Applicable,40.791703,-73.968357,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99185655587515 40.71965974193614),1,Manhattan,103,1,65,26,7,3332,1050,Municipal Facilities,backed,08/04/2017,38 Delancey Street,38 Delancey Street,Delancey Street,Eldridge Street & Forsyth Street,Manhattan,103,Not Applicable,Not Applicable,40.719668,-73.991858,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95988056296302 40.76607473151014),1,Manhattan,108,5,76,28,12,3841,197,General,backed 2,07/05/2017,300 E 68th Street,1276 2nd Avenue,2nd Avenue,2nd Avenue & 1st Avenue,Manhattan,108,Not Applicable,Not Applicable,40.766083,-73.959882,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98293855542974 40.776804730053605),1,Manhattan,107,6,67,27,10,1994,790,General,backless,09/20/2013,201 Amsterdam Avenue,201 Amsterdam Avenue,Amsterdam Avenue,W 69th & W70th Street,Manhattan,107,M11,Not Applicable,40.776813,-73.98294,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94924956407033 40.79850272438343),1,Manhattan,110,9,68,30,13,2796,1840,Municipal Facilities,backed,12/08/2014,20 West 112th Street,20 West 112th Street,West 112th Street,5th Avenue & Lenox Avenue,Manhattan,110,Not Applicable,Not Applicable,40.798511,-73.949251,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.99385755384763 40.73564773859644),1,Manhattan,102,2,66,28,12,3061,1595,General,backed,02/04/2015,65 5th Avenue,65 5th Avenue,5th Avenue,East 13th Street & East 14th Street,Manhattan,102,Not Applicable,Not Applicable,40.735656,-73.993859,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00551555060673 40.72738374073121),1,Manhattan,102,3,66,27,10,978,114,BID,backed,07/03/2012,175 Varick Street,175 Varick Street,Varick Street,Charlton and King Streets,Manhattan,102,Not Applicable,Hudson Square Connection,40.727392,-74.005517,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-74.00717955194486 40.70588374466367),1,Manhattan,101,1,65,26,10,2038,759,General,backless,08/12/2013,80 Pine Street,80 Pine Street,Water Street,Maiden Lane and Pine Street,Manhattan,101,BM1,Alliance for Downtown New York,40.705892,-74.007181,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1
POINT (-73.98624555639321 40.740318737476116),1,Manhattan,105,2,74,28,12,1134,566,Senior Center,backless,04/29/2013,303 Park Avenue South,303 Park Avenue South,Park Avenue South,E23rd & E24th Street,Manhattan,105,M1,Not Applicable,40.740327,-73.986247,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.93975256699044 40.815592721056234),1,Manhattan,110,9,70,30,13,1657,425,Senior Center,backless,03/08/2013,540 Lenox Avenue,540 Lenox Avenue,Lenox Avenue,East 138th Street & East 137th Street,Manhattan,110,M07,Not Applicable,40.815601,-73.939754,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.93365656696476 40.849395713957136),1,Manhattan,112,10,72,31,13,2986,1658,Municipal Facilities,backless,01/15/2015,1422 St. Nicholas Avenue,585 West 181st Street,West 181st Street,West 181st Street & West 182 Street,Manhattan,112,BX11,Not Applicable,40.849404,-73.933658,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92952656778147 40.855044713326684),1,Manhattan,112,10,72,31,13,3641,229,Senior Safety,backed,08/01/2017,1602 St. Nicholas Avenue,1602 St. Nicholas Avenue,St. Nicholas Avenue,W. 191st Street & W. 190th Street,Manhattan,112,Not Applicable,Not Applicable,40.855053,-73.929528,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99670755324745 40.74260873758454),1,Manhattan,104,3,75,27,12,4114,651,General,backed 2,03/20/2019,183 Seventh Avenue,183 Seventh Avenue,Seventh Avenue,West 21st Street & West 20th Street,Manhattan,104,Not Applicable,Not Applicable,40.742617,-73.996709,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.97574955711893 40.78664872801993),1,Manhattan,107,6,69,29,10,3937,292,Senior Safety,backed 2,02/02/2018,509 Amsterdam Avenue,509 Amsterdam Avenue,Amsterdam Avenue,84th Street & 85th Street,Manhattan,107,Not Applicable,Not Applicable,40.786657,-73.975751,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.01071154939717 40.71367574360209),1,Manhattan,101,1,66,26,10,1839,372,General,backed,03/11/2013,30 West Broadway,30 West Broadway,"Park Place, Greenwich Street & West Broadway",Greenwich Street &West Broadway,Manhattan,101,Not Applicable,Not Applicable,40.713684,-74.010713,X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-73.94892356360425 40.823438719496465),1,Manhattan,109,7,71,30,13,2277,1116,General,backed,12/06/2013,1658 Amsterdam Avenue,1658 Amsterdam Avenue,Amsterdam Avenue,W142nd & W143rd Street,Manhattan,109,Not Applicable,Not Applicable,40.823447,-73.948925,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98151955838891 40.72442674089426),1,Manhattan,103,2,74,26,12,2153,842,Community Health Centers,backed,09/20/2013,600 East 6th Street,600 East 6th Street,East 6th Street,Avenue B and Avenue C,Manhattan,103,Not Applicable,Not Applicable,40.724435,-73.981521,X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-73.99326655247758 40.76267273379342),1,Manhattan,104,3,67,27,10,1733,451,General,backed,02/08/2013,665 10th avenue,665 10th avenue,10th Avenue,46th & 47th Streets,Manhattan,104,Not Applicable,Not Applicable,40.762681,-73.993268,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.9768535562723 40.780813728828264),1,Manhattan,107,6,67,29,10,1831,474,General,backed,03/25/2013,100 West 77th Street,100 West 77th Street,Columbus Avenue,76th Street & 77th Street,Manhattan,107,Not Applicable,Columbus Avenue,40.780822,-73.976855,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93792456792254 40.800821723962365),1,Manhattan,111,8,68,30,13,1224,228,General,backed,10/09/2012,2212 Third Avenue,2212 Third Avenue,3rd Avenue,East 120th and 121st Streets,Manhattan,111,Not Applicable,Not Applicable,40.80083,-73.937926,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.99622755248974 40.744346737016414),1,Manhattan,104,3,75,27,12,1771,0,General,backed,,209 West 23rd Street,209 West 23rd Street,West 23rd Street,7th and 8th Avenue,Manhattan,104,Not Applicable,Not Applicable,40.744355,-73.996229,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.98219555809644 40.731642739348935),1,Manhattan,106,4,74,27,12,1137,279,Senior Center,backed,10/25/2012,240 First Avenue,,1st Avenue,E14th & E 15th Street,Manhattan,106,Not Applicable,Not Applicable,40.731651,-73.982197,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.99411955383772 40.74105573809071),1,Manhattan,105,3,75,28,12,1385,711,General,backless,12/19/2012,656 6th Avenue,656 6th Avenue,6th Avenue,W19th & W20th Street,Manhattan,105,M05,Flatiron/23rd Street Partnership,40.741064,-73.994121,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94694956521258 40.79339072598132),1,Manhattan,111,8,68,29,13,2107,772,Community Health Centers,backed,08/15/2013,104 East 107th Street,104 East 107th Street,East 107th Street,Lexington and Park Avenues,Manhattan,111,Not Applicable,Not Applicable,40.793399,-73.946951,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3
POINT (-73.95931156245626 40.769184730519854),1,Manhattan,108,4,76,28,12,3856,646,General,backed,02/23/2018,260 E 72nd Street,1361 2nd Avenue,2nd Avenue,2nd Avenue & 3rd Avenue,Manhattan,108,Not Applicable,Not Applicable,40.769193,-73.959313,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93341156944415 40.795162724507776),1,Manhattan,111,8,68,29,13,1254,246,General,backed,10/11/2012,455 East 116th Street,455 East 116th Street,Pleasant Avenues,1st and Pleasant Avenues,Manhattan,111,Not Applicable,Not Applicable,40.795171,-73.933413,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3
POINT (-74.0042695521841 40.70730874503072),1,Manhattan,101,1,65,26,10,2037,743,General,backed,08/12/2013,200 Water Street,200 Water Street,Water Street,Fulton Street and John Streets,Manhattan,101,Not Applicable,Alliance for Downtown New York,40.707317,-74.004271,AE,,1
POINT (-73.96377456180171 40.761174732787026),1,Manhattan,108,5,73,28,12,4237,0,Bus Route,backed 2,03/20/2019,300 East 60th Street,300 East 60th Street,East 60th Street,2 Avenue & 1 Avenue,Manhattan,108,M11,Not Applicable,40.761183,-73.963776,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98220955578296 40.77315073115844),1,Manhattan,107,6,67,27,10,1904,534,General,backless,05/08/2013,1941 Broadway,1941 Broadway,Broadway,W. 65th Street and W. 66th Street,Manhattan,107,M05,Not Applicable,40.773159,-73.982211,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93537756516791 40.853008713605945),1,Manhattan,112,10,72,31,13,863,243,General,backed,10/12/2012,90 Bennett Avenue,90 Bennett Avenue,Bennett Avenue,West 184th and 186th Streets,Manhattan,112,Not Applicable,Not Applicable,40.853017,-73.935379,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96229856256632 40.76739373178555),1,Manhattan,108,4,76,28,12,3929,428,Senior Safety,backed 2,02/02/2018,1175 3rd Avenue,1175 3rd Avenue,3rd Avenue,68th Street & 69th Street,Manhattan,108,Not Applicable,Not Applicable,40.767402,-73.9623,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93486956595379 40.84777171473809),1,Manhattan,112,10,72,31,13,2923,1422,General,backed,12/04/2014,1365 Saint Nicholas Avenue,1365 Saint Nicholas Avenue,Saint Nicholas Avenue,West 178th Street & West 179th Street,Manhattan,112,Not Applicable,Not Applicable,40.84778,-73.934871,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95306456404091 40.776071729709976),1,Manhattan,108,5,76,28,12,3853,69,General,backed 2,07/05/2017,1603 2nd Avenue,1603 2nd Avenue,2nd Avenue,E 83rd Street & E 84th Street,Manhattan,108,Not Applicable,Not Applicable,40.77608,-73.953066,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9869365569772 40.71559474229809),1,Manhattan,103,1,65,26,12,2573,1206,General,backed,06/25/2014,175 Clinton Street,175 Clinton Street,Clinton Street,Grand Street and East Broadway,Manhattan,103,Not Applicable,Not Applicable,40.715603,-73.986938,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99409141346507 40.7137446956968),1,Manhattan,103,1,65,26,7,2735,799,General,backless,07/25/2014,88 East Broadway,88 East Broadway,Division Street,Market & Forsyth Street,Manhattan,103,Not Applicable,Chinatown,40.7137446957,-73.9940914135,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94502256693956 40.787104726819805),1,Manhattan,111,8,68,29,13,3843,178,General,backless 2,07/05/2017,1955 2nd Avenue,1955 2nd Avenue,2nd Avenue,E 102nd & E 101st Street,Manhattan,111,Not Applicable,Not Applicable,40.787113,-73.945024,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.95473756348514 40.77914072861994),1,Manhattan,108,5,73,28,12,4203,166,Bus Route,backed 2,11/20/2018,173 East 86th Street,173 East 86th Street,East 86th Street,Lexington Avenue & 3rd Avenue,Manhattan,108,M96,Not Applicable,40.779149,-73.954739,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99637826607854 40.7157621892893),1,Manhattan,103,1,65,26,7,3805,418,Senior Safety,backed,12/28/2017,50 Bowery,50 Bowery,Bowery,Canal Street & Slip Lane,Manhattan,103,Not Applicable,Not Applicable,40.7157621893,-73.9963782661,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95933456035574 40.81423072210305),1,Manhattan,109,7,69,30,13,3016,1406,Municipal Facilities,backless,01/26/2015,3150 Broadway,3150 Broadway,Broadway,LaSalle Street & Moylan Place,Manhattan,109,M4,Not Applicable,40.814239,-73.959336,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99424655381071 40.736251738246295),1,Manhattan,102,3,66,27,10,1618,707,General,backed,06/13/2013,8-12 West 14th Street,8 West 14th street,West 14th Street,5th Avenue & 6th Avenue,Manhattan,102,Not Applicable,Not Applicable,40.73626,-73.994248,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.93867356523266 40.84252271553791),1,Manhattan,112,10,72,31,13,3000,58,Municipal Facilities,backless,01/20/2015,1204 St. Nicholas Avenue,1204 St. Nicholas Avenue,St. Nicholas Avenue,W 170th Street & W 171st Street,Manhattan,112,M3,Not Applicable,40.842531,-73.938675,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96567456122571 40.75878973344803),1,Manhattan,106,4,73,28,12,3932,662,Senior Safety,backed,02/23/2018,1065 2nd Avenue,"40.758754, -73.965756",2nd Avenue,E56th Street & E 57th Street,Manhattan,106,Not Applicable,East Midtown Partnership,40.758798,-73.965676,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94790656638024 40.77889672817382),1,Manhattan,108,5,76,28,12,1099,514,Senior Center,backed,05/08/2013,1721 1st Avenue,1721 1st Avenue,1st Avenue,89th and 90th Street,Manhattan,108,Not Applicable,Not Applicable,40.778905,-73.947908,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93934756713712 40.80099872358512),1,Manhattan,111,8,68,30,13,2112,812,Community Health Centers,backed,09/04/2013,160 East 120th Street,160 East 120th Street,East 120th Street,Lexington and 3rd Avenues,Manhattan,111,Not Applicable,Not Applicable,40.801007,-73.939349,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.95556756166916 40.80783472316213),1,Manhattan,110,9,70,30,13,2115,948,Community Health Centers,backed,09/04/2013,370 West 120th Street,370 West 120th Street,West 120th Street,Manhattan and Morningside Avenues,Manhattan,110,Not Applicable,Not Applicable,40.807843,-73.955569,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93650556604803 40.84944971418431),1,Manhattan,112,10,71,31,13,3636,485,Senior Safety,backed,08/01/2017,4239 Broadway,4239 Broadway,Broadway,W. 180th Street & W. 179th Street,Manhattan,112,Not Applicable,Washington Heights,40.849458,-73.936507,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96712655896377 40.79269072640374),1,Manhattan,107,7,69,30,10,1283,182,General,backed,10/15/2012,65 West 96th Street,65 West 96th Street,Columbus Avenue,Central Park West and Columbus Avenue,Manhattan,107,Not Applicable,Not Applicable,40.792699,-73.967128,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99287655424246 40.728151740544554),1,Manhattan,102,2,66,27,12,3077,1187,General,backed,06/05/2015,393 Lafayette Street,393 Lafayette Street,Lafayette Street,East 4th Street & Astor Place,Manhattan,102,Not Applicable,NOHO NY,40.72816,-73.992878,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94123256494862 40.83396871728781),1,Manhattan,112,7,71,31,13,2122,599,Community Health Centers,backed,08/16/2013,1996 Amsterdam Avenue,1996 Amsterdam Avenue,Amsterdam Avenue,W 159th Street and W 158th Street,Manhattan,112,Not Applicable,Not Applicable,40.833977,-73.941234,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93631356591396 40.84579071547603),1,Manhattan,112,10,72,31,13,3141,1899,General,backed,09/12/2015,1311 St. Nicholas Avenue,1311 St. Nicholas Avenue,St. Nicholas Avenue,175th Street & 176th Street,Manhattan,112,Not Applicable,Not Applicable,40.845799,-73.936315,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9768535562723 40.780813728828264),1,Manhattan,107,6,67,29,10,1831,544,General,backed,03/25/2013,100 West 77th Street,100 West 77th Street,Columbus Avenue,76th Street & 77th Street,Manhattan,107,Not Applicable,Columbus Avenue,40.780822,-73.976855,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95986656257838 40.76524873213167),1,Manhattan,108,5,76,28,12,4189,541,General,backed 2,04/11/2019,328 East 67th Street,328 East 67th Street,East 67th Street,First Avenue & Second Avenue,Manhattan,108,Not Applicable,Not Applicable,40.765257,-73.959868,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98323555889812 40.71325774271389),1,Manhattan,103,2,65,26,7,1026,247,Senior Center,backed,09/28/2012,334 Madison Street,334 Madison Street,Madison Street,Jackson and Gouverneur Streets,Manhattan,103,Not Applicable,Not Applicable,40.713266,-73.983237,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.96835555888786 40.79169472709611),1,Manhattan,107,6,69,30,10,3056,1811,General,backed,02/05/2015,703 Columbus Avenue,703 Columbus Avenue,Columbus Avenue,W 94th Street & W 95th Street,Manhattan,107,Not Applicable,Not Applicable,40.791703,-73.968357,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94373656602097 40.79569772538705),1,Manhattan,111,8,68,29,13,3442,1131,General,backed,09/15/2016,1795 Lexington Avenue,1795 Lexington Ave,Lexington Avenue,111th Street & 112th Street,Manhattan,111,Not Applicable,Not Applicable,40.795706,-73.943738,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.95736356098163 40.816942721305665),1,Manhattan,109,7,70,30,13,3015,850,Municipal Facilities,backless,01/26/2015,3240 Broadway,3240 Broadway,Broadway,West 130th Street & West 131st Street,Manhattan,109,M4,Not Applicable,40.816951,-73.957365,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92080756899185 40.86704371008877),1,Manhattan,112,10,72,31,13,2051,1044,General,backed,10/10/2013,588 West 207th Street,588 West 207th Street,West 207th Street,Vermilyea Avenue and Broadway,Manhattan,112,Not Applicable,Not Applicable,40.867052,-73.920809,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.98469055474794 40.77439473054684),1,Manhattan,107,6,67,27,10,1333,57,General,backed,03/05/2013,127 Amsterdam Avenue,127 Amsterdam Avenue,Amsterdam Avenue,W. 65th Street and W. 66th Street,Manhattan,107,M11,Not Applicable,40.774403,-73.984692,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97852355996781 40.727883739748734),1,Manhattan,103,2,74,27,12,2773,1728,Municipal Facilities,backed,11/28/2014,610 East 12th Street,610 East 12th Street,East 12th Street,Avenue B & Avenue C,Manhattan,103,Not Applicable,Not Applicable,40.727892,-73.978525,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-74.01147354992288 40.714441743417474),1,Manhattan,101,1,66,26,10,1940,514,BID,backed 2,07/31/2018,255 Greenwich Street,255 Greenwich Street,Murray Street,Greenwhich Street & West Broadway,Manhattan,101,Not Applicable,Alliance for Downtown New York,40.71445,-74.011475,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2
POINT (-73.95240556378053 40.78963872696734),1,Manhattan,111,8,68,30,13,2482,1512,Health Care Facilities,backed,05/16/2014,1450 Madison Avenue,1450 Madison Avenue,Madison,E. 99th Street and E. 100th Street,Manhattan,111,Not Applicable,Not Applicable,40.789647,-73.952407,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95748056069876 40.81026172289179),1,Manhattan,109,7,70,30,13,2792,1479,Municipal Facilities,backed,12/05/2014,123 Morningside Drive,123 Morningside Drive,Morningside Drive,Amsterdam Avenue & West 121st Street,Manhattan,109,Not Applicable,Not Applicable,40.81027,-73.957482,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92789056750928 40.860420711913434),1,Manhattan,112,10,72,31,13,2760,1726,Municipal Facilities,backed,12/04/2014,95 Nagle Avenue,95 Nagle Avenue,Nagle Avenue,Elwood Street & Sickles Street,Manhattan,112,Not Applicable,Not Applicable,40.860429,-73.927892,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-74.01071154939717 40.71367574360209),1,Manhattan,101,1,66,26,10,1839,452,General,backed,03/11/2013,30 West Broadway,30 West Broadway,"Park Place, Greenwich Street & West Broadway",Greenwich Street &West Broadway,Manhattan,101,Not Applicable,Not Applicable,40.713684,-74.010713,X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-74.00175655042895 40.74665773644136),1,Manhattan,104,3,75,27,10,1570,542,General,backed,05/20/2013,400 West 23rd Street,400 West 23rd Street,9th Avenue,9th Avenue & 10th Avenue,Manhattan,104,Not Applicable,Not Applicable,40.746666,-74.001758,X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-73.9662885592713 40.794559726323804),1,Manhattan,107,7,69,30,10,2080,356,General,backless 2,10/11/2013,808 Columbus Avenue,808 Columbus Avenue,97th Street,Amsterdam Avenue and Columbus Avenue,Manhattan,107,Not Applicable,Not Applicable,40.794568,-73.96629,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99089455545484 40.73423473921417),1,Manhattan,102,2,66,28,12,3039,1653,Municipal Facilities,backless,02/04/2015,841 Broadway,841 Broadway,Broadway,13th Street and 14th Street,Manhattan,102,X1,Union Square Partnership,40.734243,-73.990896,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97454455746433 40.78493872795046),1,Manhattan,107,6,69,29,10,1310,469,General,backed,03/07/2013,127 West 83rd Street,127 West 83rd Street,83rd Street,Amsterdam and Columbus Avenues,Manhattan,107,Not Applicable,Not Applicable,40.784947,-73.974546,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.01305154931707 40.70779974451104),1,Manhattan,101,1,65,26,10,1017,169,BID,backed,07/10/2012,2 Rector Street,2 Rector Street,Trinity Place,Greenwich Street and Trinity Place,Manhattan,101,Not Applicable,Alliance for Downtown New York,40.707808,-74.013053,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.93359956998991 40.79524172487742),1,Manhattan,111,8,68,29,13,3023,1633,Municipal Facilities,backless,01/22/2015,451 E. 116th Street,451 E. 116th Street,E. 116th Street,Pleasant Avenue and 1st Avenue,Manhattan,111,M116,Not Applicable,40.79525,-73.933601,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3
POINT (-73.93804944807543 40.82302374828721),1,Manhattan,110,9,71,30,13,3028,1064,Municipal Facilities,backless,01/26/2015,2541 Adam Clayton Powell Boulevard,2541 Adam Clayton Powell Boulevard,W. 147th Street,W. 147th Street & W. 148th Street,Manhattan,110,M1,Not Applicable,40.8230237483,-73.9380494481,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.9354555661926 40.84696471491135),1,Manhattan,112,10,72,31,13,2367,993,General,backed,04/01/2014,1347 St Nicholas Avenue,1347 St Nicholas Avenue,St. Nicholas Avenue,W177th & W178th Street,Manhattan,112,Not Applicable,Not Applicable,40.846973,-73.935457,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98882155403157 40.76586973252303),1,Manhattan,104,3,67,27,10,2775,1652,Municipal Facilities,backed,11/05/2014,440 West 53rd Street,440 West 53rd Street,West 53rd Street,9th Avenue & 10th Avenue,Manhattan,104,Not Applicable,Not Applicable,40.765878,-73.988823,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94207356459756 40.83116971857788),1,Manhattan,109,7,71,30,13,4125,613,Bus Route,backless 2,07/12/2018,460 West 155th Street,1909 Amsterdam Avenue,West 155th Street,Amsterdam Avenue & Saint Nicholas Avenue,Manhattan,109,BX6,Not Applicable,40.831178,-73.942075,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97726755664839 40.784603728114945),1,Manhattan,107,6,67,29,10,3645,3425,Senior Safety,backed,06/21/2017,440 Amsterdam Avenue,440 Amsterdam Avenue,W. 81st Street,W. 80th Street & W. 81st Street,Manhattan,107,Not Applicable,Not Applicable,40.784612,-73.977269,X,AREA OF MINIMAL FLOOD HAZARD,
