the_geom,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,SiteID,BenchID,Category,BenchType,Installati,Address,GeocodeAdd,Street,CrossStree,Borough,ComDist,BusRoute,BID,Latitude,Longitude,FEMAFldz,FEMAFldT,HrcEvac
POINT (-74.02970754913733 40.63393375991917),3,Brooklyn,310,43,64,22,11,1543,283,General,backed,01/24/2013,7223 Ridge Blvd.,,Ridge Blvd,72nd & 73rd Street,Brooklyn,310,Not Applicable,Not Applicable,40.633942,-74.029709,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99124097525544 40.69202793123081),3,Brooklyn,302,33,52,26,7,985,98,BID,backed,06/19/2012,62 Court Street,62 Court Street,Court Street,Livingston and Joralemon Streets,Brooklyn,302,Not Applicable,Court-Livingston-Schermerhorn,40.6920279312,-73.9912409753,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90925758474243 40.669905748985215),3,Brooklyn,316,41,55,20,8,1723,36,BID,backless,02/21/2013,1731 Pitkin Avenue,1731 Pitkin Avenue,Pitkin Avenue,Thatford Avenue & Osborne Street,Brooklyn,316,B14,Pitkin Avenue,40.669914,-73.909259,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98860456032008 40.66638875244382),3,Brooklyn,306,39,52,21,7,998,251,General,backless,01/17/2013,527 Fifth Avenue,527 Fifth Avenue,5th Avenue,13th & 14th Street,Brooklyn,306,B63,Fifth Avenue,40.666397,-73.988606,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94395757186219 40.7004767440574),3,Brooklyn,303,36,56,18,7,1046,56,Senior Center,backless,09/14/2012,711 Flushing Avenue,711 Flushing Avenue,Flushing Avenue,Throp Avenue and Broadway,Brooklyn,301,B57,Not Applicable,40.700485,-73.943959,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.98154056204667 40.674861750387535),3,Brooklyn,306,39,52,25,7,1003,252,General,backless,01/17/2013,249 Fifth Avenue,249 Fifth Avenue,5th Avenue,Garfield Street and Carroll Street,Brooklyn,306,B63,Fifth Avenue,40.67487,-73.981542,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00112355489817 40.688309748269134),3,Brooklyn,306,39,52,26,7,3109,1800,General,backed,05/22/2015,100 Columbia Street,100 Columbia Street,Columbia Street,Kane Street and Degraw Street,Brooklyn,306,Not Applicable,Not Applicable,40.688318,-74.001125,X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-73.99585152333212 40.65902776341366),3,Brooklyn,307,38,51,20,7,1488,412,General,backed,01/08/2013,750 5th Avenue,750 5th Avenue,5th Avenue,25th Street & 26th Street,Brooklyn,307,Not Applicable,Not Applicable,40.6590277634,-73.9958515233,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.99104455925901 40.66753675214442),3,Brooklyn,306,39,52,21,7,3120,1730,General,backed,01/14/2014,515 4th Avenue,515 4th Avenue,13th Street,13th & 14th Street,Brooklyn,306,Not Applicable,Not Applicable,40.667545,-73.991046,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93023557975233 40.65176375311),3,Brooklyn,317,45,58,21,9,3704,2231,Senior Safety,backed,06/20/2017,5001 Church Avenue,5001 Church Avenue,Church Avenue,Utica Avenue & E 51st Street,Brooklyn,317,Not Applicable,Not Applicable,40.651772,-73.930237,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.94846660449407 40.640381959871995),3,Brooklyn,317,45,42,21,9,3048,0,General,backless 2,11/25/2014,1860 Nostrand Avenue,1860 Nostrand Avenue,Nostrand Avenue,Avenue D & Newkirk Avenue,Brooklyn,317,B44,Not Applicable,40.6403819599,-73.9484666045,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.95062657223599 40.66057375148526),3,Brooklyn,309,40,43,20,9,1744,491,General,backless,04/05/2013,1112 Nostrand Avenue,1112 Nostrand Avenue,Nostrand Avenue,Maple Street & Midwood Street,Brooklyn,309,B44,Not Applicable,40.660582,-73.950628,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98535256430031 40.616987761726875),3,Brooklyn,311,47,48,22,10,2488,622,General,backed,05/29/2014,6409 20th Avenue,6409 20th Avenue,20th Avenue,64th Street & 65th Street,Brooklyn,311,Not Applicable,Not Applicable,40.616996,-73.985354,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92535657981406 40.670748748904714),3,Brooklyn,308,41,55,20,9,3461,1943,Bus Route,backless,11/03/2016,243 Buffalo Avenue,243 Buffalo Avenue,Buffalo Avenue,St Johns Place & Sterling Place,Brooklyn,308,B15,Not Applicable,40.670757,-73.925358,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97289756415633 40.67779074911503),3,Brooklyn,308,35,52,20,9,1934,596,General,backless,05/15/2013,331 Flatbush Avenue,331 Flatbush Avenue,Flatbush Avenue,Park Place & 7th Avenue,Brooklyn,308,B41,North Flatbush,40.677799,-73.972899,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93956257357851 40.69871274431436),3,Brooklyn,303,36,56,18,8,1059,234,Senior Center,backed,09/27/2012,888 Park Avenue,888 Park Avenue,Park Avenue,East 78th and 79th Streets,Brooklyn,303,Not Applicable,Not Applicable,40.698721,-73.939564,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95632826610097 40.652289343643176),3,Brooklyn,314,40,43,21,9,3892,301,Senior Safety,backed,08/23/2017,70 Linden Blvd,70 Linden Blvd,Linden Blvd,Caton Avenue & Bedford Avenue,Brooklyn,314,Not Applicable,Not Applicable,40.6522893436,-73.9563282661,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00882955690793 40.60549876438286),3,Brooklyn,311,43,47,22,11,3403,2032,Bus Route,backless,11/03/2016,1669 Bath Avenue,1669 Bath Avenue,Bath Avenue,17th Avenue & Bay 14th Street,Brooklyn,311,B64,Not Applicable,40.605507,-74.008831,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.9859715590229 40.68926074762814),3,Brooklyn,302,33,52,25,8,1891,0,Other,backed,05/01/2013,45 Hoyt Street,45 Hoyt Street,Schermerhorn Street,Schermerhorn Street & Livingston Street,Brooklyn,302,Not Applicable,Court-Livingston-Schermerhorn,40.689269,-73.985973,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98991756076803 40.6371467582785),3,Brooklyn,312,44,48,17,10,2577,1378,Municipal Facilities,backless,07/03/2014,4508 13th Avenue,4508 13th Avenue,13th Avenue,45th Street and 46th Street,Brooklyn,312,B16,Not Applicable,40.637155,-73.989919,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94948932554192 40.70305114534041),3,Brooklyn,301,33,53,26,7,2919,1229,Municipal Facilities,backless,01/07/2015,134 Lorimer Street,134 Lorimer Street,Lorimer Street,Harrison Avenue & Throop Avenue,Brooklyn,301,B48,Not Applicable,40.7030511453,-73.9494893255,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.97017656711165 40.64408975611367),3,Brooklyn,314,40,44,21,9,3393,18,Bus Route,backless 2,02/10/2017,547 Coney Island Avenue,547 Coney Island Avenue,Coney Island Avenue,Beverly Road & Hinckley Place,Brooklyn,314,B68,Not Applicable,40.644098,-73.970178,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95416756887764 40.69479174545922),3,Brooklyn,303,33,50,25,8,3874,352,General,backed 2,01/11/2018,724 Myrtle Avenue,724 Myrtle Avenue,Myrtle Avenue,Walworth Street & Sanford Street,Brooklyn,303,Not Applicable,,40.6948,-73.954169,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.95098057197542 40.66478175102833),3,Brooklyn,309,35,43,20,9,1751,291,General,backed,04/08/2013,975 Nostrand Avenue,975 Nostrand Avenue,Nostrand Avenue,Montgomery Street & Empire Boulevard,Brooklyn,309,Not Applicable,Not Applicable,40.66479,-73.950982,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98923356308443 40.60636076419213),3,Brooklyn,311,44,47,22,10,4171,0,Bus Route,backless,03/06/2013,7802 Bay Parkway,7802 Bay Parkway,Bay Parkway,79th Street & 78th Street,Brooklyn,311,B82,Not Applicable,40.606369,-73.989235,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-74.02394655043247 40.633581760130646),3,Brooklyn,310,43,64,22,11,2319,950,General,backed,02/11/2014,7002 4th Avenue,7002 4th Avenue,4th Avenue,Ovington Avenue & 72nd Street,Brooklyn,310,Not Applicable,Not Applicable,40.63359,-74.023948,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96101756966291 40.655217753716066),3,Brooklyn,309,40,43,21,9,2411,986,General,backed,04/04/2014,203 Parkside Avenue,203 Parkside Avenue,Parkside Avenue,Ocean Avenue & Parkside Court,Brooklyn,309,Not Applicable,Not Applicable,40.655226,-73.961019,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95777556945987 40.66346675116631),3,Brooklyn,309,40,43,20,9,2944,636,Municipal Facilities,backless,12/24/2014,140 Empire Boulevard,1762 Bedford Avenue,Bedford Avenue,Empire Boulevard & Sterling Street,Brooklyn,309,B49,Not Applicable,40.663475,-73.957777,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97476156312354 40.687175747543485),3,Brooklyn,302,35,57,25,8,2236,1046,BID,backed,10/18/2013,89 Lafayette Avenue,89 Lafayette Avenue,S Portland Avenue,S Portland Avenue & S Elliott Place,Brooklyn,302,Not Applicable,Fulton Area Business (FAB) Alliance,40.687184,-73.974763,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91220358384086 40.66944974888444),3,Brooklyn,316,41,55,20,9,1760,467,BID,backed,02/21/2013,1652 Pitkin Avenue,1652 Pitkin Avenue,Pitkin Avenue,Briston Street & Chester Street,Brooklyn,316,Not Applicable,Pitkin Avenue,40.669458,-73.912205,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96175268639941 40.68268968737077),3,Brooklyn,302,35,57,25,8,1534,105,Plaza,backed,04/01/2012,19 Putnam Avenue,19 Putnam Avenue,Plaza,Fulton Street & Grand Avenue,Brooklyn,302,Not Applicable,Fulton Area Business (FAB) Alliance,40.6826896874,-73.9617526864,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98062256146656 40.68099274852759),3,Brooklyn,306,33,52,25,7,2180,586,General,backed 2,09/18/2013,110 4th Avenue,110 4th Avenue,4th Avenue,Warren Street and Baltic Avenue,Brooklyn,306,Not Applicable,Not Applicable,40.681001,-73.980624,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.91902458372894 40.63620175555163),3,Brooklyn,318,46,59,19,8,2968,1275,Municipal Facilities,backless,01/13/2015,1665 Ralph Avenue,1665 Ralph Avenue,Ralph Avenue,East 76th Street & East 77th Street,Brooklyn,318,B47,Not Applicable,40.63621,-73.919026,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.93324357568935 40.68887774559063),3,Brooklyn,303,36,56,25,8,3586,108,General,backed 2,04/29/2017,186 Stuyvesant Avenue,186 Stuyvesant Avenue,Stuyvesant Avenue,Quincy Street & Gates Avenue,Brooklyn,303,Not Applicable,Not Applicable,40.688886,-73.933245,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9372685795034 40.62217875917023),3,Brooklyn,318,45,41,19,9,4182,556,General,backed,10/01/2018,3827 KINGS HIGHWAY,3827 KINGS HIGHWAY,KINGS HIGHWAY,East 38th Street & Flatbush Avenue,Brooklyn,318,B82,Not Applicable,40.622187,-73.93727,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.909976585228 40.65585875106338),3,Brooklyn,316,42,58,19,8,387,35,Bus Route,backless,07/21/2012,56 Hegeman Avenue,56 Hegeman Avenue,Hegeman Avenue,Thomas S Boyland and Bristol Streets,Brooklyn,316,B35,Not Applicable,40.655867,-73.909978,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.9590936131341 40.70914833683308),3,Brooklyn,301,34,50,18,7,2447,1901,Plaza,backless,05/30/2019,225 Havemeyer Street,225 Havemeyer Street,"South 5th Street, Havemeyer Street & Broadway","South 5th Street, Havemeyer Street & Broadway",Brooklyn,301,Not Applicable,Not Applicable,40.7091483368,-73.9590936131,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95144157081032 40.67437174891136),3,Brooklyn,308,36,43,25,9,2827,1581,Municipal Facilities,backed,12/30/2014,760 Prospect Place,760 Prospect Palce,Prospect Place,Rogers Avenue and Bedford Avenue,Brooklyn,308,Not Applicable,Not Applicable,40.67438,-73.951443,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00093155960671 40.61227076282273),3,Brooklyn,311,43,49,23,10,2383,1926,Senior Center,backed,02/18/2015,7907 New Utrecht Avenue,7907 New Utrecht Avenue,New Utrecht Avenue,17th Avenue & 80th Street,Brooklyn,311,Not Applicable,Not Applicable,40.612279,-74.000933,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.9854425602486 40.668757751633414),3,Brooklyn,306,39,52,21,7,2010,674,General,backed,07/09/2013,329 9th Street,329 9th Street,9th Street,5th & 6th Avenue,Brooklyn,306,Not Applicable,Not Applicable,40.668766,-73.985444,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98501213993603 40.61732532126681),3,Brooklyn,311,47,49,22,10,1924,632,General,backed,06/03/2014,6317 20th Avenue,6317 20th Avenue,20th Avenue,63rd & 64th Street,Brooklyn,311,Not Applicable,Not Applicable,40.6173253213,-73.9850121399,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93131857827787 40.666827749875345),3,Brooklyn,309,35,43,20,9,3192,624,Municipal Facilities,backed,11/13/2015,324 Utica Avenue,324 Utica Avenue,Utica Avenue,President Street & Carroll Street,Brooklyn,309,Not Applicable,Not Applicable,40.666836,-73.93132,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99196055769471 40.69055174743355),3,Brooklyn,302,33,52,26,7,987,482,BID,backed 2,06/19/2012,106 Court Street,106 Court Street,Court Street,Livingston and Schermerhorn Streets,Brooklyn,302,Not Applicable,Court-Livingston-Schermerhorn,40.69056,-73.991962,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95552025586079 40.68043124355823),3,Brooklyn,303,36,57,25,8,1106,223,General,backed,09/27/2012,537 Franklin Avenue,537 Franklin Avenue,Franklin Avenue,Fulton Street and Lefferts Place,Brooklyn,303,Not Applicable,Not Applicable,40.6804312436,-73.9555202559,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94546957501154 40.651005753314884),3,Brooklyn,317,45,42,21,9,2161,762,Community Health Centers,backless,09/16/2013,3414 Church Avenue,3414 Church Avenue,Church Avenue,34th and 35th Streets,Brooklyn,317,Not Applicable,Not Applicable,40.651014,-73.945471,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88480159259502 40.6725707475799),3,Brooklyn,305,37,54,18,8,2742,1531,Municipal Facilities,backed,10/08/2014,400 Ashford Street,400 Ashford Street,Ashford Street,Pitkin Street & Belmont Street,Brooklyn,305,Not Applicable,Not Applicable,40.672579,-73.884803,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.97634856733649 40.615243762061944),3,Brooklyn,312,44,48,17,10,2594,1133,Municipal Facilities,backless,07/03/2014,6006 23rd Avenue,2298 60th Street,60th Street,23rd Avenue & Bay Parkway,Brooklyn,312,B9,Not Applicable,40.615252,-73.97635,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9590936131341 40.70914833683308),3,Brooklyn,301,34,50,18,7,4255,481,Bus Route,backed 2,05/30/2019,225 Havemeyer Street,225 Havemeyer Street,Havemeyter Street,Broadway and S 5th Street,Brooklyn,301,B46,Not Applicable,40.7091483368,-73.9590936131,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93227357630839 40.68831174538392),3,Brooklyn,303,36,56,25,8,3918,337,General,backed 2,01/23/2018,800 Gates Avenue,800 Gates Avenue,Gates Avenue,Stuyvesant Avenue & Malcom X Blvd.,Brooklyn,303,Not Applicable,Not Applicable,40.68832,-73.932275,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96164057096843 40.61781676050121),3,Brooklyn,314,48,48,17,9,3452,1588,General,backed,07/05/2016,1316 Avenue M,1316 Avenue M,Avenue M,E 13th Street & E 14th Street,Brooklyn,314,Not Applicable,Not Applicable,40.617825,-73.961642,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.98007056258504 40.660255752671986),3,Brooklyn,307,39,44,21,9,2261,590,General,backed,11/26/2013,471 16th Street,471 16th Street,16th Street,10th Avenue & Prospect Park West,Brooklyn,307,Not Applicable,Not Applicable,40.660264,-73.980072,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94115457753564 40.61958975962965),3,Brooklyn,318,45,41,19,9,3583,47,Bus Route,backed 2,05/06/2017,3426 Kings Highway,3426 Kings Highway,Kings Highway,Avenue M & E 35th Street,Brooklyn,999,B7,Not Applicable,40.619598,-73.941156,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.94266652835172 40.664234121168626),3,Brooklyn,309,35,43,20,9,1102,179,General,backed,07/27/2012,431 Kingston Avenue,431 Kingston Avenue,Kingston Avenue,Empire Boulevard & Montgomery Street,Brooklyn,309,Not Applicable,Not Applicable,40.6642341212,-73.9426665284,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93597257496123 40.70075574337795),3,Brooklyn,304,34,53,18,7,1035,201,Senior Center,backed,09/14/2012,10 Forrest Street,10 Forrest Street,Forrest Street,Noll Street and Bushwick Avenue,Brooklyn,304,Not Applicable,Not Applicable,40.700764,-73.935974,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89512959066914 40.661255750012195),3,Brooklyn,305,42,60,19,8,2379,982,General,backed,03/25/2014,620-624 Georgia Avenue,620 Georgia Avenue,Georgia Avenue,New Lots Avenue & Newport Street,Brooklyn,305,Not Applicable,Not Applicable,40.661264,-73.895131,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.95529957557937 40.577512768675604),3,Brooklyn,313,48,45,23,8,3239,1905,Senior Center,backed,04/13/2016,1151 Brighton Beach Avenue,1151 Brighton Beach Avenue,Brighton Beach Avenue,Brighton 15th Street & Brighton 14th Street,Brooklyn,313,Not Applicable,Not Applicable,40.577521,-73.955301,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1
POINT (-73.98644656268748 40.64048375699338),3,Brooklyn,312,39,44,17,10,4060,1776,General,backless,05/11/2018,3914 13th Avenue,3914 13th Avenue,13th Avenue,39th Street & 40th Street,Brooklyn,312,B16,Not Applicable,40.640492,-73.986448,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95552025586079 40.68043124355823),3,Brooklyn,303,36,57,25,8,1106,225,General,backed,09/27/2012,537 Franklin Avenue,537 Franklin Avenue,Franklin Avenue,Fulton Street and Lefferts Place,Brooklyn,303,Not Applicable,Not Applicable,40.6804312436,-73.9555202559,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.01899555116023 40.642112757637875),3,Brooklyn,307,38,51,20,7,1613,333,General,backed,01/24/2013,330 59th Street,330 59th Street,4th Avenue,59th Street & 60th Street,Brooklyn,307,Not Applicable,Not Applicable,40.642121,-74.018997,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95342513462778 40.6809848585863),3,Brooklyn,303,36,57,25,8,3052,1424,General,backed,11/26/2014,1235 Bedford Avenue,1235 Bedford Avenue,Bedford Avenue,Halsey Street & Fulton Street,Brooklyn,303,B44,Not Applicable,40.6809848586,-73.9534251346,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.01158455369236 40.647403756196105),3,Brooklyn,307,38,51,20,7,1611,274,General,backless,01/17/2013,4823 Fourth Avenue,4823 Fourth Avenue,4th Avenue,48th and 49th Streets,Brooklyn,307,Not Applicable,Not Applicable,40.647412,-74.011586,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00231655472199 40.67601575073184),3,Brooklyn,306,38,51,25,7,2385,1927,Senior Center,backed,02/19/2015,110 W. 9th Street,110 W. 9th Street,W 9th Street,Gowanus Expressway & Henry Street,Brooklyn,306,Not Applicable,Not Applicable,40.676024,-74.002318,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1
POINT (-73.96175268639941 40.68268968737077),3,Brooklyn,302,35,57,25,8,1534,107,Plaza,backed,04/01/2012,19 Putnam Avenue,19 Putnam Avenue,Plaza,Fulton Street & Grand Avenue,Brooklyn,302,Not Applicable,Fulton Area Business (FAB) Alliance,40.6826896874,-73.9617526864,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92602058018885 40.662887750687496),3,Brooklyn,317,41,58,20,9,3725,681,Senior Safety,backed,02/28/2018,1012 Rutland Road,1012 Rutland Road,Rutland Road,E 94th Street & E 95th Street,Brooklyn,317,Not Applicable,Not Applicable,40.662896,-73.926022,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.93156558706586 40.69490090389232),3,Brooklyn,303,36,54,18,8,1055,484,Senior Center,backless,02/13/2013,1062 Broadway,1062 Broadway,Broadway,Malcolm X Blvd & Hart Street,Brooklyn,303,B46,Not Applicable,40.6949009039,-73.9315655871,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9951245625872 40.57782377008233),3,Brooklyn,313,47,46,23,8,1162,229,Senior Center,backed,09/27/2012,2828 Neptune Avenue,2828 Neptune Avenue,Neptune Avenue,West 28th and 29th Streets,Brooklyn,313,Not Applicable,Not Applicable,40.577832,-73.995126,AE,,1
POINT (-73.9935703798026 40.692909155823415),3,Brooklyn,302,33,52,26,7,4211,501,General,backed 2,06/06/2019,142 Joralemon Street,142 Joralemon Street,Joralemon Street,Clinton Street & Sidney Place,Brooklyn,302,Not Applicable,Not Applicable,40.6929091558,-73.9935703798,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92984557709877 40.686824745635086),3,Brooklyn,303,36,56,25,8,111,46,Bus Route,backless,04/30/2012,190 Malcolm X Boulevard,190 Malcolm X Boulevard,Malcolm X Boulevard,Putnam Avenue and Madison Street,Brooklyn,303,B46,Not Applicable,40.686833,-73.929847,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88790059391113 40.63496175439523),3,Brooklyn,318,46,59,19,8,4013,360,Bus Route,backless 2,01/18/2018,9915 Seaview Avenue,9915 Seaview Avenue,Seaview Avenue,East 100th Street & East 99th Street,Brooklyn,318,B17,Not Applicable,40.63497,-73.887902,X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-73.93074957869884 40.656605752128705),3,Brooklyn,317,41,58,20,9,3710,142,Senior Safety,backed,06/29/2017,830 Clarkson Avenue,830 Clarkson Avenue,Clarkson Avenue,Utica Avenue & E. 51st Street,Brooklyn,317,Not Applicable,Not Applicable,40.656614,-73.930751,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92372358462693 40.59155476485463),3,Brooklyn,315,46,59,22,9,1548,1359,General,backed,11/27/2013,2808 Gerritsen Avenue,2808 Gerritsen Avenue,Gerritsen Avenue,Bartlett Place & Gotham Avenue,Brooklyn,315,Not Applicable,Not Applicable,40.591563,-73.923725,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1
POINT (-73.99503156398174 40.573618770421966),3,Brooklyn,313,47,46,23,8,1164,196,Senior Center,backed,09/17/2012,2955 West 29th Street,2955 West 29th Street,West 29th Street,Surf and Mermaid Avenues,Brooklyn,313,Not Applicable,Not Applicable,40.573627,-73.995033,AE,,1
POINT (-73.9837425614022 40.6763877501529),3,Brooklyn,306,39,52,25,7,1912,668,General,backed,06/26/2013,256 4th Avenue,256 4th Avenue,4th Avenue,Carroll Street & President Street,Brooklyn,306,Not Applicable,Not Applicable,40.676396,-73.983744,X,AREA OF MINIMAL FLOOD HAZARD,5
